縣市區域,站名,已停止營運,不確定是否有快篩服務,官方資料更新日期,資料來源,服務醫院,服務對象或區域,每日人數,服務時間,排隊或預約方法,掛號網址,戶外地點描述,地址,聯絡電話,備註,latitude,longitude,校對者,,結束營運資料來源,
高雄市,高雄市立大同醫院,FALSE,FALSE,5/22,https://www.facebook.com/kmtth/posts/3705088709595152,高雄市立大同醫院,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,50,"週一至週五 08:30-11:30, 13:30-16:30",電話預約,,,高雄市前金區中華三路68號,07-2911101#8332,,22.62706744,120.2971746,,,,
高雄市,阮綜合醫院,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,阮綜合醫院,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,週一至週五 08:30-11:30,電話預約,,,高雄市苓雅區成功一路162號,07-3326692,,22.61556309,120.2975257,,,,
高雄市,國軍高雄總醫院,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,國軍高雄總醫院,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,週一至週五 08:30-11:30,電話預約,,,高雄市苓雅區建軍路5號,07-7498566,,22.62612589,120.3411289,,,,
高雄市,天主教聖功醫院,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,天主教聖功醫院,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,週一至週五 08:30-11:30,電話預約,,,高雄市苓雅區建國一路352號,07-2238153#2516,,22.63339549,120.3239853,,,,
高雄市,民生醫院,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,民生醫院,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,"週一至週五 08:30-11:30, 14:00-16:30",電話預約,,,高雄市苓雅區凱旋二路134號,07-7511131#5683,,22.62671906,120.3236046,,,,
高雄市,聯合醫院,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,聯合醫院,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,週一至週五 08:30-11:30,電話預約,,,高雄市鼓山區中華一路976號,07-5552565#2088,,22.65520764,120.2909783,,,,
高雄市,義大醫療財團法人義大大昌醫院,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,義大醫療財團法人義大大昌醫院,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,週一至週五 08:30-11:30,電話預約,,,高雄市三民區大昌一路305號,07-5596111,,22.65768869,120.3196633,,,,
高雄市,杏和醫院,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,杏和醫院,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,週一至週五 14:00-17:00,電話預約,,,高雄市鳳山區五甲二路389號,07-7613111#1105,,22.59770908,120.3357005,,,,
高雄市,大東醫院,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,大東醫院,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,週一至週五 08:30-11:30,電話預約,,,高雄市鳳山區光遠路171-2號,07-7463762#102,,22.62540893,120.3620269,,,,
高雄市,鳳山醫院,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,鳳山醫院,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,週一至週五 08:30-11:30,電話預約,,,高雄市鳳山區經武路42號,07-7403380,,22.62857762,120.3631222,,,,
高雄市,旗津醫院,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,旗津醫院,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,30,週一至週五 08:30-11:30,電話預約,,旗津醫院急診外社區採檢站,高雄市旗津區旗港路33號,07-5711188#1118,,22.59041358,120.285219,,,,
高雄市,健仁醫院,FALSE,FALSE,5/28,http://www.jiannren.org.tw/jiannren/news_detail.php?id=689&topage=,健仁醫院,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,週一至週五 09:00-12:00,現場掛號戶外防疫門診，告知接觸史、旅遊史、需要自費快篩之需求及原因,,急診外發燒篩檢站,高雄市楠梓區楠陽路136號,07-3517166#1202,,22.72370144,120.328974,,,,
高雄市,國軍高雄總醫院岡山分院,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,國軍高雄總醫院岡山分院,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,"週一至週五 09:00-12:00, 14:00-17:00",電話預約,,,高雄市岡山區大義二路1號 ,07-6250919#1071,,22.78941658,120.285568,,,,
高雄市,岡山醫院,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,岡山醫院,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,"週一至週五 08:30-11:30, 13:30-16:30",電話預約,,,高雄市岡山區壽天路12號,0975-618-131,,22.79676897,120.294474,,,,
高雄市,衛生福利部旗山醫院,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,衛生福利部旗山醫院,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,週一至週五 08:30-11:30,電話預約,,,高雄市旗山區大德里中學路60號,07-6613811#5521,,22.8806167,120.4834541,,,,
高雄市,義大癌治療醫院,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,義大癌治療醫院,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,週一至週五 14:00-16:30,電話預約,,,高雄市燕巢區角宿里義大路21號,07-6150911,,22.76581635,120.3654441,,,,
高雄市,建佑醫院,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,建佑醫院,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,週一至週五 08:30-11:30,電話預約,,,高雄市林園區東林西路360號,07-6437901#181,,22.50394636,120.3866173,,,,
高雄市,鳳山衛生所 社區快篩站,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,5/31起，每日 13:30-16:30,電話預約,,鳳山衛生所大門口,高雄市鳳山區經武路34巷2號,07-7430437*60,,22.62713897,120.3624238,,,,
高雄市,鳳二衛生所 社區快篩站,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,5/31起，每日 09:00-12:00,電話預約,,鳳二衛生所前小公園,高雄市鳳山區林森路141號,07-8215197,,22.59387932,120.3332959,,,,
高雄市,三民衛生所 社區快篩站,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,5/31起，每日 08:30-11:30,電話預約,,本和里滯洪池抽水站,高雄市三民區明誠一路247號,07-3873547,,22.65924949,120.3247701,,,,
高雄市,三民二衛生所 社區快篩站,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,5/31起，每日 08:30-11:30,電話預約,,中都里民中心,高雄市三民區同盟三路442號,07-2414761,,22.6442747,120.2829593,,,,
高雄市,前鎮衛生所 社區快篩站,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,5/31起，每日 08:30-11:30,電話預約,,前鎮衛生所前空地,高雄市前鎮區康定路149號,07-8155434,,22.5860597,120.3186774,,,,
高雄市,小港衛生所 社區快篩站,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,5/31起，每日 09:00-12:00,電話預約,,小港衛生所前人行道,高雄市小港區小港二街10號,0906-576-096,,22.56316122,120.3367996,,,,
高雄市,大寮衛生所 社區快篩站,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,5/31起，每日 14:00-17:00,電話預約,,大寮圖書分館機車停車場,高雄市大寮區進學路133號,07-7811965*20,,22.60384083,120.3932794,,,,
高雄市,鼓山衛生所 社區快篩站,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,5/31起，每日 08:30-11:30,電話預約,,里民活動中心,高雄市鼓山區九如四路576之1號,07-5327035,厚生里民眾活動中心，九如大橋下,22.64623168,120.2796439,,,,
高雄市,左營衛生所 社區快篩站,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,5/31起，每日 09:00-12:00,電話預約,,舊左營國中,高雄市左營區新莊仔路30號,07-5817191*20,,22.67817128,120.2956472,,,,
高雄市,楠梓衛生所 社區快篩站,FALSE,FALSE,5/28,https://khd.kcg.gov.tw/tw/news/show.php?num=4099,,(1) 5/1後有雙北旅遊史民眾且出現疑似症狀 (2) 與串門子燒烤店相關的人 (3) 5/12起14天内出現3次或7天内出現2次呼吸道症狀之民眾，請洽詢安排採檢。,,5/31起，每日 14:00-17:00,電話預約,,運動中心-射箭場,高雄市楠梓區旗楠路160號,07-3526478,,22.73452554,120.3329263,,,,
屏東縣,潮州社區篩檢站,TRUE,FALSE,5/23,https://www.facebook.com/pan.menan1/posts/10159146818295631,,優先篩檢對象: (1) 潮州鎮泗林、四春、光春、三和等四里里民 (2) 與確診者足跡有同時間重疊的潮州鎮居民 (3) 4/20-5/19有雙北旅遊史，且有症狀的潮州鎮居民,200,"5/24-5/30, 08:00-12:00, 13:00-17:00",(1) 現場掛號：每時段40人 (2) 網路：每時段30人（屏東縣政府&衛生局官網） (3) 電話：每時段30人（08-7899713、08-7898346）,https://docs.google.com/forms/d/e/1FAIpQLScjDbSU1K_plLDy7WEWI8By0CFxwQJUlNGHqSnja4LYYIE9Jg/closedform,潮州中山公園,潮州鎮三星里三星路39號(潮州鎮立圖書館旁),08-738-0208,,22.54642102,120.5494735,,,https://www.facebook.com/pan.menan1/posts/10159163961570631,
屏東縣,東港社區篩檢站,TRUE,FALSE,5/31,https://www.facebook.com/pan.menan1/posts/10159166237985631,,優先篩檢對象: (1) 南平里、東隆里里民 (2) 有疑似症狀的東港鎮民 (3) 曾與確診者在東港足跡有同時間重疊的東港鎮民,200,"6/1-6/4, 08:30-11:30, 13:00-16:00",(1) 現場掛號:每時段50人 (2) 網路:每時段20人(縣府官網) (3) 電話:每時段30人(08-8325310),,大鵬灣濱海公園碼頭(小巨蛋前),,,,22.43841142,120.4741555,,,https://www.facebook.com/pan.menan1/posts/10159176141415631,
屏東縣,里港社區篩檢站,FALSE,FALSE,6/2,https://www.facebook.com/pan.menan1/posts/10159170998820631,,"優先篩檢對象: (1) 里港:春林村、大平村、永春村村民, 鹽埔:彭厝村、新二村村民 (2) 與確診者足跡有同時重疊之里港鄉、鹽埔鄉民 (3) 有疑似症狀之里港鄉、鹽埔鄉民",200,"6/3-6/6, 8:00-12:00, 13:00-17:00",(1) 現場掛號:每時段50人 (2) 網路:每時段20人(縣府官網) (3) 電話:每時段30人(08-7753772),https://www.beclass.com/rid=254636360b454001363b,里港河濱公園,,,,22.78405314,120.4940684,,,,
宜蘭縣,陽明交通大學附設醫院停車場,FALSE,FALSE,,https://appweb.ymuh.ym.edu.tw/CovidScreening/SelectHospSite.aspx,陽明交通大學附設醫院,,200,,,https://appweb.ymuh.ym.edu.tw/CovidScreening/SelectDateTime.aspx,,宜蘭縣宜蘭市新民路152號,03-932-5192,,24.75758006,121.7539477,,,,
宜蘭縣,羅東聖母醫院社區防疫篩檢站,FALSE,FALSE,,http://www.smh.org.tw/2014/?q=content/%E2%80%BB%E3%80%8A%E9%98%B2%E7%96%AB%E6%8E%AA%E6%96%BD%E5%85%AC%E5%91%8A%E3%80%8B%E6%9C%AC%E9%99%A2%E8%A8%AD%E7%BD%AE%E6%BA%AA%E5%8D%97%E5%9C%B0%E5%8D%80covid-19%E7%A4%BE%E5%8D%80%E7%AF%A9%E6%AA%A2%E7%AB%99%EF%BC%8C%E8%AB%8B%E4%B8%8A%E7%B6%B2%E9%A0%90%E7%B4%84%EF%BC%8C%E4%B8%A6%E9%81%B5%E5%AE%88%E7%9B%B8%E9%97%9C%E9%A0%88%E7%9F%A5%EF%BC%8C%E5%8B%BF%E7%9B%B4%E6%8E%A5%E9%80%B2%E5%85%A5%E9%99%A2%E5%8D%80%EF%BC%8C%E6%95%AC%E8%AB%8B%E9%85%8D%E5%90%88,羅東聖母醫院,,100,"上午: 9:00-12:00 (11:30截止掛號)
下午: 14:30-20:00 (19:30 截止掛號)",,http://netreg.smh.org.tw/sc.web/,老人醫療大樓門前廣場,宜蘭縣羅東鎮中正南路160號,03-954-4106,,24.67028625,121.7714366,areong,,,
花蓮市,花蓮市衛生所,FALSE,FALSE,5/31,https://www.facebook.com/permalink.php?story_fbid=2936329213294935&id=1535012763426594,,高風險區域無症狀民眾,400 (上下午各200),"每日上午09:00-11:00, 下午14:00-16:00","電話預約: 03-8236523, 03-8232280, 簡訊預約: 0988-537715, 0975-500511",,,花蓮縣花蓮市新興路200號,03-823-0232,,23.99144985,121.6170525,kane,,,
花蓮市,門諾醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,門諾醫院,,40,,,,,花蓮市民權路44號,03-824-1234,,23.98833001,121.62675,,,,
花蓮市,衛生福利部花蓮醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,衛生福利部花蓮醫院,,40,,,,,花蓮市中正路600號,03-835-8141,,23.97967377,121.6111671,,,,
花蓮縣,花蓮慈濟醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,花蓮慈濟醫院,,150,,,,,花蓮縣花蓮市中央路三段707號,03-856-1825,,23.99571308,121.5938616,kane,https://udn.com/news/story/7328/5485092,,
花蓮縣,國軍花蓮總醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,國軍花蓮總醫院,,40,,,,,花蓮縣新城鄉嘉里路163號,03-826-0601 ,,24.02442998,121.6074,,,,
花蓮縣,台北榮民總醫院鳳林分院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,台北榮民總醫院鳳林分院,,80,,,,,花蓮縣鳳林鎮中正路一段2號,03-876-4539,,23.72742999,121.43921,,,,
花蓮縣,台北榮民總醫院玉里分院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,台北榮民總醫院玉里分院,,40,,,,,花蓮縣玉里鎮新興街91號,03-888-3141,,23.33934317,121.3121037,,,,
花蓮縣,衛生福利部玉里醫院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,衛生福利部玉里醫院,,40,,,,,花蓮縣玉里鎮中華路448號,03-888-6141,,23.34749001,121.32085,,,,
花蓮縣,門諾醫院壽豐分院,FALSE,FALSE,,https://www.cna.com.tw/news/firstnews/202105190360.aspx,門諾醫院壽豐分院,,20,,,,,花蓮縣壽豐鄉共和村魚池52號,03-866-4600,,23.86953823,121.5255429,,,,
台東縣,台東市衛生所,FALSE,FALSE,5/28,https://www.facebook.com/Taitungaprilyao/posts/3784398301682534,,"(一) 有雙北旅遊史 (無論有無症狀) (二) 有症狀 (發燒, 呼吸道症狀, 嗅味覺異常, 不明原因腹瀉等症狀) 且符合以下任一條件 (1) 村里長主動關懷對象,並有 14 日高風險地區旅遊史 (2) 外出未佩戴口罩受查處者, 並有 14 日高風險地區旅遊史 (3) 衛生所返鄉學子關懷專案對象 (4) 有高風險地區旅遊史且提出相關證明 (5) 接獲衛生局自主健康管理通知書者",15,"週一至週五, 半天",電話預約，自費250元,,,台東縣台東市大同路51號,089-350757,,22.75039998,121.15645,,,,
台東縣,卑南鄉衛生所,FALSE,FALSE,5/28,https://www.facebook.com/Taitungaprilyao/posts/3784398301682534,,"(一) 有雙北旅遊史 (無論有無症狀) (二) 有症狀 (發燒, 呼吸道症狀, 嗅味覺異常, 不明原因腹瀉等症狀) 且符合以下任一條件 (1) 村里長主動關懷對象,並有 14 日高風險地區旅遊史 (2) 外出未佩戴口罩受查處者, 並有 14 日高風險地區旅遊史 (3) 衛生所返鄉學子關懷專案對象 (4) 有高風險地區旅遊史且提出相關證明 (5) 接獲衛生局自主健康管理通知書者",15,"週一至週五, 半天",電話預約，自費250元,,,台東縣卑南鄉和平路132號,089-382042,,22.78182963,121.0883252,,,,
台東縣,延平鄉衛生所,FALSE,FALSE,5/28,https://www.facebook.com/Taitungaprilyao/posts/3784398301682534,,"(一) 有雙北旅遊史 (無論有無症狀) (二) 有症狀 (發燒, 呼吸道症狀, 嗅味覺異常, 不明原因腹瀉等症狀) 且符合以下任一條件 (1) 村里長主動關懷對象,並有 14 日高風險地區旅遊史 (2) 外出未佩戴口罩受查處者, 並有 14 日高風險地區旅遊史 (3) 衛生所返鄉學子關懷專案對象 (4) 有高風險地區旅遊史且提出相關證明 (5) 接獲衛生局自主健康管理通知書者",15,"週一至週五, 半天",電話預約，自費250元,,,台東縣延平鄉昇平路1鄰11號,089-561043,,22.90216934,121.0855592,,,,
台東縣,鹿野鄉衛生所,FALSE,FALSE,5/28,https://www.facebook.com/Taitungaprilyao/posts/3784398301682534,,"(一) 有雙北旅遊史 (無論有無症狀) (二) 有症狀 (發燒, 呼吸道症狀, 嗅味覺異常, 不明原因腹瀉等症狀) 且符合以下任一條件 (1) 村里長主動關懷對象,並有 14 日高風險地區旅遊史 (2) 外出未佩戴口罩受查處者, 並有 14 日高風險地區旅遊史 (3) 衛生所返鄉學子關懷專案對象 (4) 有高風險地區旅遊史且提出相關證明 (5) 接獲衛生局自主健康管理通知書者",15,"週一至週五, 半天",電話預約，自費250元,,,台東縣鹿野鄉中華路1段418號 ,089-551074,,22.91030614,121.1362987,,,,
台東縣,海端鄉衛生所,FALSE,FALSE,5/28,https://www.facebook.com/Taitungaprilyao/posts/3784398301682534,,"(一) 有雙北旅遊史 (無論有無症狀) (二) 有症狀 (發燒, 呼吸道症狀, 嗅味覺異常, 不明原因腹瀉等症狀) 且符合以下任一條件 (1) 村里長主動關懷對象,並有 14 日高風險地區旅遊史 (2) 外出未佩戴口罩受查處者, 並有 14 日高風險地區旅遊史 (3) 衛生所返鄉學子關懷專案對象 (4) 有高風險地區旅遊史且提出相關證明 (5) 接獲衛生局自主健康管理通知書者",15,"週一至週五, 半天",電話預約，自費250元,,,台東縣海端鄉海端村山界29號,089-931391,,23.10094001,121.17669,,,,
台東縣,池上鄉衛生所,FALSE,FALSE,5/28,https://www.facebook.com/Taitungaprilyao/posts/3784398301682534,,"(一) 有雙北旅遊史 (無論有無症狀) (二) 有症狀 (發燒, 呼吸道症狀, 嗅味覺異常, 不明原因腹瀉等症狀) 且符合以下任一條件 (1) 村里長主動關懷對象,並有 14 日高風險地區旅遊史 (2) 外出未佩戴口罩受查處者, 並有 14 日高風險地區旅遊史 (3) 衛生所返鄉學子關懷專案對象 (4) 有高風險地區旅遊史且提出相關證明 (5) 接獲衛生局自主健康管理通知書者",15,"週一至週五, 半天",電話預約，自費250元,,,台東縣池上鄉中山路104號,089-862609,,23.12188311,121.2149626,,,,
台東縣,東河鄉衛生所,FALSE,FALSE,5/28,https://www.facebook.com/Taitungaprilyao/posts/3784398301682534,,"(一) 有雙北旅遊史 (無論有無症狀) (二) 有症狀 (發燒, 呼吸道症狀, 嗅味覺異常, 不明原因腹瀉等症狀) 且符合以下任一條件 (1) 村里長主動關懷對象,並有 14 日高風險地區旅遊史 (2) 外出未佩戴口罩受查處者, 並有 14 日高風險地區旅遊史 (3) 衛生所返鄉學子關懷專案對象 (4) 有高風險地區旅遊史且提出相關證明 (5) 接獲衛生局自主健康管理通知書者",15,"週一至週五, 半天",電話預約，自費250元,,,台東縣東河鄉10鄰300號,089-896289,,22.96853278,121.30315,,,,
台東縣,成功鎮衛生所,FALSE,FALSE,5/28,https://www.facebook.com/Taitungaprilyao/posts/3784398301682534,,"(一) 有雙北旅遊史 (無論有無症狀) (二) 有症狀 (發燒, 呼吸道症狀, 嗅味覺異常, 不明原因腹瀉等症狀) 且符合以下任一條件 (1) 村里長主動關懷對象,並有 14 日高風險地區旅遊史 (2) 外出未佩戴口罩受查處者, 並有 14 日高風險地區旅遊史 (3) 衛生所返鄉學子關懷專案對象 (4) 有高風險地區旅遊史且提出相關證明 (5) 接獲衛生局自主健康管理通知書者",15,"週一至週五, 半天",電話預約，自費250元,,,台東縣成功鎮中山東路64號,089-851419,,23.09997742,121.3794362,,,,
台東縣,長濱鄉衛生所,FALSE,FALSE,5/28,https://www.facebook.com/Taitungaprilyao/posts/3784398301682534,,"(一) 有雙北旅遊史 (無論有無症狀) (二) 有症狀 (發燒, 呼吸道症狀, 嗅味覺異常, 不明原因腹瀉等症狀) 且符合以下任一條件 (1) 村里長主動關懷對象,並有 14 日高風險地區旅遊史 (2) 外出未佩戴口罩受查處者, 並有 14 日高風險地區旅遊史 (3) 衛生所返鄉學子關懷專案對象 (4) 有高風險地區旅遊史且提出相關證明 (5) 接獲衛生局自主健康管理通知書者",15,"週一至週五, 半天",電話預約，自費250元,,,台東縣長濱鄉長濱村中興路46號,089-831022,,23.31880001,121.45394,,,,
台東縣,大武鄉衛生所,FALSE,FALSE,5/28,https://www.facebook.com/Taitungaprilyao/posts/3784398301682534,,"(一) 有雙北旅遊史 (無論有無症狀) (二) 有症狀 (發燒, 呼吸道症狀, 嗅味覺異常, 不明原因腹瀉等症狀) 且符合以下任一條件 (1) 村里長主動關懷對象,並有 14 日高風險地區旅遊史 (2) 外出未佩戴口罩受查處者, 並有 14 日高風險地區旅遊史 (3) 衛生所返鄉學子關懷專案對象 (4) 有高風險地區旅遊史且提出相關證明 (5) 接獲衛生局自主健康管理通知書者",15,"週一至週五, 半天",電話預約，自費250元,,,台東縣大武鄉復興路2-2號,089-791143,,22.36422309,120.9079439,,,,
台東縣,達仁鄉衛生所,FALSE,FALSE,5/28,https://www.facebook.com/Taitungaprilyao/posts/3784398301682534,,"(一) 有雙北旅遊史 (無論有無症狀) (二) 有症狀 (發燒, 呼吸道症狀, 嗅味覺異常, 不明原因腹瀉等症狀) 且符合以下任一條件 (1) 村里長主動關懷對象,並有 14 日高風險地區旅遊史 (2) 外出未佩戴口罩受查處者, 並有 14 日高風險地區旅遊史 (3) 衛生所返鄉學子關懷專案對象 (4) 有高風險地區旅遊史且提出相關證明 (5) 接獲衛生局自主健康管理通知書者",15,"週一至週五, 半天",電話預約，自費250元,,,台東縣達仁鄉安朔村13鄰復興路122號,089-702209,,22.29335025,120.885003,,,,
台東縣,太麻里衛生所,FALSE,FALSE,5/28,https://www.facebook.com/Taitungaprilyao/posts/3784398301682534,,"(一) 有雙北旅遊史 (無論有無症狀) (二) 有症狀 (發燒, 呼吸道症狀, 嗅味覺異常, 不明原因腹瀉等症狀) 且符合以下任一條件 (1) 村里長主動關懷對象,並有 14 日高風險地區旅遊史 (2) 外出未佩戴口罩受查處者, 並有 14 日高風險地區旅遊史 (3) 衛生所返鄉學子關懷專案對象 (4) 有高風險地區旅遊史且提出相關證明 (5) 接獲衛生局自主健康管理通知書者",15,"週一至週五, 半天",電話預約，自費250元,,,台東縣太麻里鄉泰和村民權路66號,089-781220,,22.61540136,121.0074138,,,,
台東縣,金峰新興村活動中心,FALSE,FALSE,5/28,https://www.facebook.com/Taitungaprilyao/posts/3784398301682534,金鋒鄉衛生所,"(一) 有雙北旅遊史 (無論有無症狀) (二) 有症狀 (發燒, 呼吸道症狀, 嗅味覺異常, 不明原因腹瀉等症狀) 且符合以下任一條件 (1) 村里長主動關懷對象,並有 14 日高風險地區旅遊史 (2) 外出未佩戴口罩受查處者, 並有 14 日高風險地區旅遊史 (3) 衛生所返鄉學子關懷專案對象 (4) 有高風險地區旅遊史且提出相關證明 (5) 接獲衛生局自主健康管理通知書者",15,"週一至週五, 半天",電話預約，自費250元,,,台東縣金峰鄉新興村,089-772201,,22.63369719,121.001192,,,,
